amendedCelex,amendmentCelex,recordId,programKey,annex,measure,startDate,reason,schema,name,alias,weakAlias,previousName,country,nationality,jurisdiction,birthDate,birthPlace,position,passportNumber,gender,appearance,ethnicity,fatherName,motherName,incorporationDate,legalForm,sector,registrationNumber,taxNumber,idNumber,innCode,ogrnCode,kppCode,okpoCode,leiCode,swiftBic,ticker,imoNumber,mmsi,flag,address,phone,email,website,notes
32014R0833,32026R1848,945,EU-RUS,IV,Export control,24.7.2026,,LegalEntity,LLC NPP Inject,"LLC Research and Production Enterprise Inject, Nauchno-Proizvodstvennoe Predpriyatie Inzhekt; ООО НПП “Инжект”",,,,,,,,,,,,,,,,,,6453142068 (INN),,,,,,,,,,,,,"Office 1, Building 3a, Elmashevskaya Str., Saratov, 410033, Saratov Oblast, Russian Federation",,,https://nppinject.ru/,
32014R0833,32026R1848,946,EU-RUS,IV,Export control,24.7.2026,,LegalEntity,Chongqing Giaero Electrical Co. Ltd,"Chongqing Guihang Electrical Appliance Co., Ltd; 重庆贵航电器有限公司",,,,,,,,,,,,,,,,,,91500107345943637F (USSC),,,,,,,,,,,,,"No 68 Kecheng Road, Jiulongpo District, 400039 Chongqing, People’s Republic of China; No 99 Kecheng Road, Jiulongpo District, 400039 Chongqing, People’s Republic of China",+86 02368646608,guihangcq@163.com,https://cqguihang.com/,
32014R0833,32026R1848,947,EU-RUS,IV,Export control,24.7.2026,,LegalEntity,Coskunoz Alabuga LLC,ООО Джошкуноз Алабуга,,,,,,,,,,,,,,,,,,1646033764 (INN),,,,,,,,,,,,,"Building 4/2, Sh-2 Str. (Alabuga Special Economic Zone), Yelabuga City, Yelabuga Municipal District, Republic of Tatarstan, 423601, Russian Federation",+7 85557 53434,alabuga@coskunoz.ru,https://www.coskunoz.ru,
32014R0833,32026R1848,948,EU-RUS,IV,Export control,24.7.2026,,LegalEntity,SSC Alabuga LLC,ООО СМЦ Алабуга,,,,,,,,,,,,,,,,,,1646043603 (INN),,,,,,,,,,,,,"Building 4/5, Sh-2 Str. (Alabuga Special Economic Zone), Yelabuga City, Yelabuga Municipal District, Republic of Tatarstan, 423601, Russian Federation",+7 85557 53434,,,
32014R0833,32026R1848,949,EU-RUS,IV,Export control,24.7.2026,,LegalEntity,CETS LLC,CETS LLC Coskunoz Engineering & Technological Solutions; ООО Джетс,,,,,,,,,,,,,,,,,,1683001288 (INN),,,,,,,,,,,,,"Office 14, 5 Universitetskaya Str., Innopolis, 420500, Russian Federation",+7 85557 53434,info@cets.ru,https://www.cets.ru/eng/,
32014R0833,32026R1848,950,EU-RUS,IV,Export control,24.7.2026,,LegalEntity,AAA China Limited,"Shenzhen Wanma International Freight Forwarding Co., Ltd.",,,,,,,,,,,,,,,,,,91440300570016397Q (USCC),,,,,,,,,,,,,"Room 1201, Baihuo Plaza West Building, No. 3020 Shennan Road E, 518001 Shenzhen, People’s Republic of China",+86 755 82192157,,https://www.aaalogisticsgroup.com/,
32014R0833,32026R1848,951,EU-RUS,IV,Export control,24.7.2026,,LegalEntity,"Shenzhen Wanma International Freight Forwarding Co., Ltd.",AAA China Limited; 深圳市万马国际货物运输代理有限公司,,,,,,,,,,,,,,,,,,91440300MA5GJRFX36 (USCC),,,,,,,,,,,,,"Room 1201, Baihuo Plaza West Building, No. 3020 Shennan Road E, 518001 Shenzhen, People’s Republic of China",+86 755 82192157,,https://www.aaalogisticsgroup.com/,
32014R0833,32026R1848,952,EU-RUS,IV,Export control,24.7.2026,,LegalEntity,Vik Test LLC,ООО Вик Тест,,,,,,,,,,,,,,,,,,7726383596 (INN),,,,,,,,,,,,,"Volokolamskoye Shosse 116, Building 1, Floor 2, Room 261, 125371 Moscow, Russian Federation",+7 499 3908869,info@viktest.ru,http://viktest.ru/,
32014R0833,32026R1848,953,EU-RUS,IV,Export control,24.7.2026,,LegalEntity,JSC Tyazhmash,АО Тяжмаш,,,,,,,,,,,,,,,,,,6325000660 (INN),,,,,,,,,,,,,"Building 13, Gidroturbinnaya Str., Syzran, 446010, Samara Oblast, Russian Federation",+7 8464 378109; +7 8464 378999; +7 8464 977577,info@tyazhmash.com,https://tyazhmash.com/en/,
32014R0833,32026R1848,954,EU-RUS,IV,Export control,24.7.2026,,LegalEntity,"Luoyang Shennai Import & Export Trading Co., Ltd.",洛阳申耐进出口贸易有限公司,,,,,,,,,,,,,,,,,,91410300MA46U5JD4J (USCC),,,,,,,,,,,,,"Room 1101, Building 2, Beihang Science and Technology Pack, Jiudu West Road, High-tech Zone, Luoyang, People’s Republic of China; Block 302, Building 39, Area B3, China (Henan) Pilot Free Trade Zone (FZT), Luoyang, People’s Republic of China",+86 13837997923,luoyangsndl@163.com,https://www.luoyangsndl.cn/lianxi/,
32014R0833,32026R1848,955,EU-RUS,IV,Export control,24.7.2026,,LegalEntity,Suzhou Goodwill Machinery Equipment Co. Ltd.,"Suzhou Gedewei Machinery Equipment Co., Ltd.; Suzhou Godeway Machinery Equipment Co. Ltd.; 苏州歌得维机械设备有限公司",,,,,,,,,,,,,,,,,,91320505MA1WT5KL9D (USCC),,,,,,,,,,,,,"21 Xiexin Road, New District, Suzhou City, 215163, Jiangsu Province, People’s Republic of China",+86 189 12765130,info@goodwillme.cn,http://goodwillme.cn,
32014R0833,32026R1848,956,EU-RUS,IV,Export control,24.7.2026,,LegalEntity,Zepto Microwave and Chip Devices Assembly LLP,,,,,,,,,,,,,,,,,,,AAJ-2354 (Trade Register Number),,,,,,,,,,,,,"Plot No. Cp 09, Sector 08, Manesar, Gurugram, 122052, Haryana, Republic of India",,support@zeptomicrowave.com; richagarg@zeptomicrowave.com,http://zeptomicrowave.com/contact.php,
32014R0833,32026R1848,957,EU-RUS,IV,Export control,24.7.2026,,LegalEntity,Dalian Unitech Trading Co. Ltd.,"Dalian Unitek Trading Co., Ltd , Dalian Unitec Trading Co., Ltd; 大连尤尼泰克贸易有限公司",,,,,,,,,,,,,,,,,,91210242MACN44NL0X (USCC),,,,,,,,,,,,,"38A-34, Fuqian Road, Yangjia Manchu Township, Wafangdian city, Liaoning Province, Dalian City, People’s Republic of China",,,,
32014R0833,32026R1848,958,EU-RUS,IV,Export control,24.7.2026,,LegalEntity,ZENIT LLC,ООО Зенит,,,,,,,,,,,,,,,,,,7708317135 (INN),,,,,,,,,,,,,"Building 7, Room 529, Dimitrova Avenue, Novosibirsk, 630132, Russian Federation",+7 916 6726258,,,
32014R0833,32026R1848,959,EU-RUS,IV,Export control,24.7.2026,,LegalEntity,Nova Proekt LLC,Nova Project LLC; Нова проект Жоопкерчилиги чектелген коому,,,,,,,,,,,,,,,,,,00908202210145 (TIN),,,,,,,,,,,,,"Ibraimov Str. 115, Sverdlov District, 720001, Bishkek, Kyrgyz Republic",,,,
32014R0833,32026R1848,960,EU-RUS,IV,Export control,24.7.2026,,LegalEntity,JSC Trek,АО Трэк,,,,,,,,,,,,,,,,,,7731374420 (INN),,,,,,,,,,,,,"Office 54, Room 1, Building 1-n, Aleksandra Matrosova Str., Saint Petersburg, 194100, Russian Federation",,,,
32014R0833,32026R1848,961,EU-RUS,IV,Export control,24.7.2026,,LegalEntity,"Yiwu Weishuo Import and Export Co., Ltd.",义乌市卫硕进出口有限公司,,,,,,,,,,,,,,,,,,91330782MA7L2R37X9 (USCC),,,,,,,,,,,,,"Floor 30, Suite B, Bingwang Road, 3004-1, Jinhua, 321000, People’s Republic of China",,,,
32014R0833,32026R1848,962,EU-RUS,IV,Export control,24.7.2026,,LegalEntity,Interlink Freight Agency LLC,,,,,,,,,,,,,,,,,,,1028186 (TRN),,,,,,,,,,,,,"Office CMT1070, Cargo Village, Cargo Mega Terminal, Dubai International Airport, Dubai, United Arab Emirates",+971 55 7910800,info@interlinkgulf.com,https://interlinkgulf.com/,
32014R0833,32026R1848,963,EU-RUS,IV,Export control,24.7.2026,,LegalEntity,LLC Rama Group,Рама Групп жоопкерчилиги чектелген коому,,,,,,,,,,,,,,,,,,02002202310071 (TIN),,,,,,,,,,,,,"Gogol Str. 28, Sverdlov District, 720021, Bishkek, Kyrgyz Republic",,,,
32014R0833,32026R1848,964,EU-RUS,IV,Export control,24.7.2026,,LegalEntity,Shisan Ltd.,Shisan LLC; Шисан жоопкерчилиги чектелген коому,,,,,,,,,,,,,,,,,,02207202210262 (TIN),,,,,,,,,,,,,"Gogol Str. 28, Sverdlov District, 720021, Bishkek, Kyrgyz Republic",,,,
32014R0833,32026R1848,965,EU-RUS,IV,Export control,24.7.2026,,LegalEntity,RBG Solutions FZE,آر بي جي للحلول م م ح,,,,,,,,,,,,,,,,,,4203387.01 (License No.),,,,,,,,,,,,,"Business Centre, Sharjah Publishing City Free Zone, Sharjah, United Arab Emirates",,,,
32014R0833,32026R1848,966,EU-RUS,IV,Export control,24.7.2026,,LegalEntity,TOO TauKZ,TOO TawKZ; TauKZ LLP; TawKZ LLP; Товарищество с ограниченной ответственностью “ТауКЗ”,,,,,,,,,,,,,,,,,,230540019530 (BIN),,,,,,,,,,,,,"Building 19, Amangeldi Imanov Str., Baikonur District, 10005 Astana City, Republic of Kazakhstan",+7 7021041735,sales@taw.kz,www.taw.kz,
32014R0833,32026R1848,967,EU-RUS,IV,Export control,24.7.2026,,LegalEntity,JSC Berg AB,АО Берг АБ,,,,,,,,,,,,,,,,,,7725237190 (INN),,,,,,,,,,,,,"12th Floor, Sadovniki Str. 2, 115487 Moscow, Russian Federation; Unit 2, Building 1, Sadovniki Str. 4, 115487 Moscow, Russian Federation",+7 495 2233070,skf@bergab.ru; bergab@yandex.ru,https://bergab.ru/,
32014R0833,32026R1848,968,EU-RUS,IV,Export control,24.7.2026,,LegalEntity,KBR Tekhnologii TOO,KBR Technologies LLP; ТОО КБР-ТЕХНОЛОГИИ,,,,,,,,,,,,,,,,,,220540015774 (BIN),,,,,,,,,,,,,"Ul. G. Musrepova Str. 34B Petropavl, Republic of Kazakhstan",+7 7773256532,,,
32014R0833,32026R1848,969,EU-RUS,IV,Export control,24.7.2026,,LegalEntity,Falcon Toolings,,,,,,,,,,,,,,,,,,,33AAAFF7255L1ZC (GST No),,,,,,,,,,,,,"205-1 and 2, Kuttai Thottam, Kalapatti, 641048 Coimbatore, Tamil Nadu, Republic of India",+91 422 2666156,sales@falcontoolings.com,https://www.falcontoolings.in/; https://www.falcontoolings.com/,
32014R0833,32026R1848,970,EU-RUS,IV,Export control,24.7.2026,,LegalEntity,Suvari Global Endustriyel Ekipmanlar İthalat İhracat Ticaret Limited Şirketi,,,,,,,,,,,,,,,,,,,"26722 (Trade Register Number), 7881047729 (TIN)",,,,,,,,,,,,,"Summer Park Sitesi A D13, No. 8A Oba Mahallesi, 225 Sokak, Alanya, 07400, Antalya, Republic of Türkiye",,,,
32014R0833,32026R1848,971,EU-RUS,IV,Export control,24.7.2026,,LegalEntity,Uzay Group Dis Ticaret Limited Sirketi,Uzay Group Havacilik Ve Dis Ticaret Limited Sirketi,,,,,,,,,,,,,,,,,,985592 (trade register number (Istanbul Merkez)),,,,,,,,,,,,,"Akbati Avm A Blok D:314 No:6 Koza Mahallesi 1655, Sokak Esenyurt, 34538 Istanbul, Marmara, Republic of Türkiye",+90 212 8525355,info@uzaygroup.com.tr,www.uzaygroup.com.tr,
32014R0833,32026R1848,972,EU-RUS,IV,Export control,24.7.2026,,LegalEntity,CJSC Marine Bridge and Navigation Systems,AO МОРСКИЕ НАВИГАЦИОННЫЕ СИСТЕМЫ,,,,,,,,,,,,,,,,,,7805013333 (INN),,,,,,,,,,,,,"19 Promyshlennaya Str., 198095 Saint-Petersburg, Russian Federation",+7 812 3203840,mns@mnsspb.ru,https://mnsspb.ru/,
32014R0833,32026R1848,,EU-RUS,XIV,Financial restrictions,13.8.2026,,LegalEntity,Joint Stock Company Commercial Bank Energobank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32014R0833,32026R1848,,EU-RUS,XIV,Financial restrictions,13.8.2026,,LegalEntity,Joint Stock Company Bank Finservice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32014R0833,32026R1848,,EU-RUS,XIV,Financial restrictions,13.8.2026,,LegalEntity,Commercial Bank Moskommertsbank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32014R0833,32026R1848,,EU-RUS,XIV,Financial restrictions,13.8.2026,,LegalEntity,Joint Stock Company Ingo Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32014R0833,32026R1848,,EU-RUS,XIV,Financial restrictions,13.8.2026,,LegalEntity,Joint Stock Company Realist Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32014R0833,32026R1848,,EU-RUS,XIV,Financial restrictions,13.8.2026,,LegalEntity,Joint Stock Company Bank United Capital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32014R0833,32026R1848,,EU-RUS,XIV,Financial restrictions,13.8.2026,,LegalEntity,Joint Stock Company Togliattikhimbank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32014R0833,32026R1848,,EU-RUS,XIV,Financial restrictions,13.8.2026,,LegalEntity,Limited Liability Company Cifra Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32014R0833,32026R1848,,EU-RUS,XIV,Financial restrictions,13.8.2026,,LegalEntity,Joint Stock Company Databank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32014R0833,32026R1848,,EU-RUS,XIV,Financial restrictions,13.8.2026,,LegalEntity,Joint Stock Commercial RosDorBank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32014R0833,32026R1848,,EU-RUS,XIV,Financial restrictions,13.8.2026,,LegalEntity,Public Joint Stock Company YUG-Invest Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32014R0833,32026R1848,,EU-RUS,XIV,Financial restrictions,13.8.2026,,LegalEntity,Joint Stock Company Auto Finance Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32014R0833,32026R1848,,EU-RUS,XIV,Financial restrictions,13.8.2026,,LegalEntity,Commercial bank Renaissance Credit (Limited Liability Company),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32014R0833,32026R1848,,EU-RUS,XIV,Financial restrictions,13.8.2026,,LegalEntity,Public Joint Stock Company Commercial Bank Primorye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32014R0833,32026R1848,,EU-RUS,XIV,Financial restrictions,13.8.2026,,LegalEntity,Public Joint Stock Company Transcapitalbank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32014R0833,32026R1848,,EU-RUS,XIV,Financial restrictions,13.8.2026,,LegalEntity,Joint Stock Company Bank National Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32014R0833,32026R1848,,EU-RUS,XIV,Financial restrictions,13.8.2026,,LegalEntity,Public Joint Stock Company National Bank Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32014R0833,32026R1848,,EU-RUS,XIV,Financial restrictions,13.8.2026,,LegalEntity,Public Joint Stock Company Chelindbank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32014R0833,32026R1848,,EU-RUS,XIV,Financial restrictions,13.8.2026,,LegalEntity,Joint Stock Company Koshelev-Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32014R0833,32026R1848,,EU-RUS,XIV,Financial restrictions,13.8.2026,,LegalEntity,Joint Stock Commercial Bank International Financial Club - MFK Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32014R0833,32026R1848,,EU-RUS,XIV,Financial restrictions,13.8.2026,,LegalEntity,Joint Stock Commercial Bank Unistream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32014R0833,32026R1848,,EU-RUS,XIV,Financial restrictions,13.8.2026,,LegalEntity,Joint Stock Company SPB Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32014R0833,32026R1848,,EU-RUS,XIV,Financial restrictions,13.8.2026,,LegalEntity,Joint Stock Company Gazenergobank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32014R0833,32026R1848,,EU-RUS,XIV,Financial restrictions,13.8.2026,,LegalEntity,Public Joint Stock Company Commercial Bank Center-Invest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32014R0833,32026R1848,,EU-RUS,XIV,Financial restrictions,13.8.2026,,LegalEntity,Joint Stock Company Commercial Bank Modulbank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32014R0833,32026R1848,,EU-RUS,XIV,Financial restrictions,13.8.2026,,LegalEntity,Limited Liability Company Bank Round,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
