amendedCelex,amendmentCelex,recordId,programKey,annex,measure,startDate,reason,schema,name,alias,weakAlias,previousName,country,nationality,jurisdiction,birthDate,birthPlace,position,passportNumber,gender,appearance,ethnicity,fatherName,motherName,incorporationDate,legalForm,sector,registrationNumber,taxNumber,idNumber,innCode,ogrnCode,kppCode,okpoCode,leiCode,swiftBic,ticker,imoNumber,mmsi,flag,address,phone,email,website,notes
32014R0269,32026R2160,723,EU-UKR,I.PERSONS,Asset freeze,9.3.2022,"Dmitry Mazepin is a major owner and former CEO of the mineral fertiliser company Uralchem. Uralchem Group is a Russian manufacturer of a wide range of chemical products, including mineral fertilisers and ammoniac saltpetre. According to the company, it is the largest producer of ammonium nitrate as well as the second-largest producer of ammonia and nitrogen fertilisers in Russia. Dmitry Mazepin is thus a businessperson involved in economic sectors providing a substantial source of revenue to the Government of the Russian Federation, which is responsible for the annexation of Crimea and the destabilisation of Ukraine. Uralchem Group has been providing nitrate to the Bryansk Chemical Plant, which produces components of Grad multiple rocket launchers. Therefore, Dmitry Mazepin is supporting, materially or financially, Russia’s military and industrial complex. On 24 February 2022, in the aftermath of the initial stages of Russia’s war of aggression against Ukraine, Dmitry Mazepin, along with another 36 businesspersons, met with the President of the Russian Federation Vladimir Putin and other members of the Russian government to discuss the impact of the course of action in the wake of Western sanctions. The fact that he was invited to attend this meeting shows that he is a member of the closest circle of the President of the Russian Federation Vladimir Putin and that he is supporting or implementing actions or policies which undermine or threaten the territorial integrity, sovereignty and independence of Ukraine, as well as stability and security in Ukraine. It also shows that he is a leading businessperson operating in Russia. Moreover, he was among the leading Russian businesspersons who participated in the congress of the Russian Union of Industrialists and Entrepreneurs in March 2023, where the President of the Russian Federation Vladimir Putin gave a speech and urged billionaires to put “patriotism before profit”. In December 2021 Dmitry Mazepin rewrote his EU-based companies Uralchem Holding and CI-Chemical Invest, controlling “Uralchem”, to Russian jurisdiction at the special administrative district on Oktyabrsky Island of Kaliningrad Oblast.",Person,Dmitry Arkadievich MAZEPIN,Дмитрий Аркадьевич МАЗЕПИН,,,,Russian,,18.4.1968,"Minsk, USSR (now Belarus)",Former CEO of JSC UCC Uralchem,,male,,,,,,,,,,,,,,,,,,,,,,,,,
32014R0269,32026R2160,880,EU-UKR,I.PERSONS,Asset freeze,15.3.2022,"German Khan is a Russian businessperson maintaining a close relationship with the President of the Russian Federation, Vladimir Putin, similarly to his business partners, Mikhail Fridman, Petr Aven and Alexey Kuzmichev. In March 2022, he transferred his shares in ABH Holdings, which controls a major Russian bank, Alfa Bank, to his long-time business partner Andrei Kosogov. This transfer was however declared by the National Bank of Ukraine to be null and void. Additionally, the transfer of his shares in A1, which is part of the Alfa Group, is considered fictitious. Khan also had a significant shareholding in Rosvodokanal, another Alfa Group company and one of the leading private operators of water utilities in Russia. He was also a shareholder of the LetterOne investment firm. He continued to manage the Russia-based assets of Alfa Group. He is believed to be one of the most influential persons in Russia. He exchanged favours with the President of the Russian Federation, Vladimir Putin, in return for political support to his business and financial gains. Moreover, he was among the leading Russian businesspersons who participated in the congress of the Russian Union of Industrialists and Entrepreneurs in March 2023, where the President of the Russian Federation, Vladimir Putin, gave a speech and urged billionaires to put “patriotism before profit”. The insurance company AlfaStrakhovanie, which is part of Alfa Group Consortium, provides insurance to the vehicles of the Federal Service of the National Guard of the Russian Federation (Rosgvardia), whose units operate in the occupied regions of Ukraine under Russian control, as well as the bodyguard vehicles of the President of the Russian Federation, Vladimir Putin. AlfaStrakhovanie has also provided insurance to companies such as the JSC Kalashnikov Concern and the Central Scientific-Research Institute for Precision Machine Engineering (TsNIITochMash), whose weapons are widely used by the Russian military in Ukraine, including during the atrocities in Bucha. German Khan is therefore a leading businessperson operating in Russia and a businessperson involved in economic sectors providing a substantial source of revenue to the Government of the Russian Federation, which is responsible for the annexation of Crimea and the destabilisation of Ukraine. German Khan also supports materially or financially and benefits from Russian decision-makers responsible for the annexation of Crimea or the destabilisation of Ukraine.",Person,German Borisovich KHAN,Герман Борисович ХАН,,,,Russian,,24.10.1961,"Kyiv, USSR (now Ukraine)",leading businessperson close to Vladimir Putin; one of the main shareholders of the Alfa Group,,male,,,,,,,,,,,,,,,,,,,,,,,,,
32014R0269,32026R2160,882,EU-UKR,I.PERSONS,Asset freeze,15.3.2022,"Alexey Kuzmichev is a major shareholder of the Alfa Group Consortium. He is ranked among the most influential persons in Russia. Kuzmichev is also an important shareholder of X5 Retail Group, one of the most important retail companies in Russia, as well as of Rosvodokanal, another company of the Alfa Group Consortium and one of the leading private operators of water utilities in Russia. Additionally, the transfer of his shares in A1, which is part of the Alfa Group, is considered fictitious. The insurance company AlfaStrakhovanie, subsidiary of Alfa Group Consortium, provides insurance to the vehicles of the Federal Service of the National Guard of the Russian Federation (Rosgvardia), whose units operate in the occupied regions of Ukraine under Russian control, as well as the bodyguard vehicles of the President of the Russian Federation, Vladimir Putin. AlfaStrakhovanie has provided insurance to companies such as the JSC Kalashnikov Concern and the Central Scientific-Research Institute for Precision Machine Engineering (TsNIITochMash), whose weapons are widely used by the Russian military in Ukraine, including during the atrocities in Bucha. Furthermore, X5 Retail Group, another subsidiary of Alfa Group Consortium, cooperates with JSC Voentorg, an entity subject to restrictive measures which provides catering and laundry services, as well as military uniforms, to the armed forces of the Russian Federation and whose subsidiary sells T-shirts bearing the “Z” military symbol used by Russian propagandists to promote Russia’s war of aggression against Ukraine. Additionally, Alexey Kuzmichev was a member of the Russian International Affairs Council, a think-tank which relays propaganda of the Government of the Russian Federation concerning Ukraine and the war against that country. Alexey Kuzmichev is therefore a leading businessperson operating in Russia and a businessperson involved in economic sectors providing a substantial source of revenue to the Government of the Russian Federation, which is responsible for the annexation of Crimea and the destabilisation of Ukraine. He also supports materially or financially and benefits from Russian decision-makers responsible for the annexation of Crimea or the destabilisation of Ukraine.",Person,Alexey Viktorovich KUZMICHEV,Alexey Viktorovich KUZMICHOV; Алексей Викторович КУЗЬМИЧЁВ,,,,Russian,,15.10.1962,"Kirov, USSR (now Russian Federation)",leading businessperson; one of the main shareholders of the Alfa Group,,male,,,,,,,,,,,,,,,,,,,,,,,,,
32014R0269,32026R2160,891,EU-UKR,I.PERSONS,Asset freeze,15.3.2022,"Suleyman Kerimov is a leading Russian businessperson and member of the Federation Council of the Federal Assembly of the Russian Federation and of the Committee on the Rules of Procedure and Parliamentary Governance. He is former owner of the financial and industrial group Nafta Moscow. The net worth of Kerimov and his family is estimated at USD 25,7 billion. He received large sums of money from Sergei Roldugin, who is the caretaker of the wealth of the President of the Russian Federation Vladimir Putin. On 24 February 2022, Kerimov attended a meeting of leading businesspersons at the Kremlin with the President of the Russian Federation Vladimir Putin to discuss the impact of the course of action in the wake of Western sanctions. The fact that he was invited to attend this meeting shows that he is a member of the inner circle of leading businesspersons close to the President of the Russian Federation Vladimir Putin and that he is supporting or implementing actions or policies which undermine or threaten the territorial integrity, sovereignty and independence of Ukraine, as well as stability and security in Ukraine. He is therefore a leading businessperson involved in economic sectors providing a substantial source of revenue to the Government of the Russian Federation, which is responsible for the annexation of Crimea and the destabilisation of Ukraine.",Person,Suleyman Abusaidovich KERIMOV,Сулейман Абусаидович КЕРИМОВ,,,,Russian,,12.3.1966,"Derbent, Dagestan, USSR (now Russian Federation)",Member of the Federation Council of the Federal Assembly of the Russian Federation and of the Committee on the Rules of Procedure and Parliamentary Governance; former owner of the financial and industrial group Nafta Moscow,,male,,,,,,,,,,,,,,,,,,,,,,,,,
32014R0269,32026R2160,903,EU-UKR,I.PERSONS,Asset freeze,8.4.2022,"Elena Timchenko is the wife of Gennady Timchenko, a long-time acquaintance of the President of the Russian Federation, Vladimir Putin, and one of his confidants. She manages, together with her husband, the real estate company Sci Ruth and has acquired real estate jointly with him, which demonstrates important property ties between them. Elena Timchenko played an important role and was closely associated with her husband in the Timchenko Foundation that carries out some of its activities in connection with the Volga Group investment group, of which Gennady Timchenko is founder and shareholder and that contributes significantly to the economy of Russia and its development. Elena Timchenko is therefore associated with Gennady Timchenko, who is designated under Council Decision 2014/145/CFSP on the grounds, inter alia, that he is responsible for supporting actions and policies which undermine the territorial integrity, sovereignty and independence of Ukraine and for providing financial and material support, and benefitting from Russian decision-makers responsible for the annexation of Crimea and the destabilisation of Ukraine.",Person,Elena Petrovna TIMCHENKO (born ERMAKOVA (YERMAKOVA)),Елена Петровна ТИМЧЕНКО (ЕРМАКОВА),,,,"Russian, Finnish",,,,Co-president of the Foundation Timchenko,,female,,,,,,,,,,,,,,,,,,,,,,,,,
32014R0269,32026R2160,921,EU-UKR,I.PERSONS,Asset freeze,8.4.2022,"Igor Rotenberg is a prominent Russian businessperson, and the oldest son of Arkady Rotenberg. He is the former owner of Gazprom Drilling and a former shareholder in Platon Electronic Toll Collection system. Due to his past positions in leading Russian enterprises, which have been receiving large and favourable state contracts, and his close ties with the President of the Russian Federation, Vladimir Putin, Igor Rotenberg continues to benefit from Russian decision-makers and the Government of the Russian Federation, both responsible for the annexation of Crimea and the destabilisation of Ukraine. In particular, Igor Rotenberg used his relations with Russian decision-makers and the Russian government to divest his shares with the support of the State and thereby generated substantial profits as demonstrated by his steadily increasing wealth, due to which he continues to profit from his former positions. In particular, he is benefitting from the Russian Government via his role as Chairman of the Board of Directors in the holding company Roskhim, which acquires companies that were previously seized by the Russian Government in the chemical sector. Furthermore, Igor Rotenberg is a natural person associated with Arkady Rotenberg and the President of the Russian Federation, Vladimir Putin, both listed under restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine. Therefore, Igor Rotenberg continues to benefit from Russian decision-makers and the Government of the Russian Federation, both responsible for the annexation of Crimea and the destabilisation of Ukraine.",Person,Igor Arkadyevich ROTENBERG,Игорь Аркадьевич РОТЕНБЕРГ,,,,Russian,,9.5.1973,"Leningrad, USSR (now St Petersburg, Russian Federation)",,,male,,,,,,,,,,,,,,,,,,,,,,,,,
32014R0269,32026R2160,960,EU-UKR,I.PERSONS,Asset freeze,8.4.2022,"Former so-called “Minister of Emergency Situations and Disaster Management” of the so-called “Luhansk People’s Republic”; awarded the rank of Lieutenant General in 2024. Currently, Evgeny Katsavalov is the Head of the Main Directorate of the Russian Ministry of Emergency Situations for the so-called “Luhansk People’s Republic”. In his former and current capacities, he has been actively undermining the territorial integrity, sovereignty and independence of Ukraine.",Person,Evgeny Anatolievich KATSAVALOV,Евгений Анатольевич КАЦАВАЛОВ,,,,,,11.2.1972,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,
32014R0269,32026R2160,968,EU-UKR,I.PERSONS,Asset freeze,8.4.2022,"So-called “Deputy Chairperson of the Government” and former “Minister of Economic Development” of the so-called “Luhansk People’s Republic”. In taking on and acting in this capacity, she has actively undermined the territorial integrity, sovereignty and independence of Ukraine.",Person,Svetlana Nikolaevna PODLIPAEVA,Светлана Николаевна ПОДЛИПАЕВА,,,,,,16.9.1968,,,,female,,,,,,,,,34595908919313,,,,,,,,,,,,,,,,
32014R0269,32026R2160,971,EU-UKR,I.PERSONS,Asset freeze,8.4.2022,"Former so-called “Minister of Natural Resources and Environmental Security” of the so-called “Luhansk People’s Republic”. In taking on and acting in this capacity, he has actively undermined the territorial integrity, sovereignty and independence of Ukraine.",Person,Yuriy Anatolievich DEGTYAREV,Юрий Анатольевич ДЕГТЯРЕВ,,,,,,15.5.1960,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,
32014R0269,32026R2160,974,EU-UKR,I.PERSONS,Asset freeze,8.4.2022,"Former member of the so-called “People’s Council” of the so-called “Donetsk People’s Republic”. She was appointed “Ambassador Extraordinary and Plenipotentiary of the Donetsk People’s Republic to the Russian Federation”. Has therefore supported and implemented actions and policies which undermine the territorial integrity, sovereignty and independence of Ukraine, and further destabilised Ukraine.",Person,Olga Alexandrovna MAKEEVA,Ольга Александровна МАКЕЕВА / Ольга Олександрiвна МАКЄЄВА,,,,,,21.1.1974,,,,female,,,,,,,,,,,,,,,,,,,,,,+7(499) 9950905,,,
32014R0269,32026R2160,991,EU-UKR,I.PERSONS,Asset freeze,8.4.2022,"Former member of the so-called “People’s Council” of the so-called “Donetsk People’s Republic” and former member of the Committee on Labor, Social Policy and Veterans Affairs. Currently, Yulia Mikhailova is an employee of the Representative Office of the so-called “Donetsk People’s Republic” in Moscow. In her former and current capacities, she has been supporting and implementing actions and policies which undermine the territorial integrity, sovereignty and independence of Ukraine, and further destabilised Ukraine.",Person,Yulia Valentinovna MIKHAILOVA,Юлия Валентиновна МИХАЙЛОВА / Юлiя Валентинiвнa МИХАЙЛОВА,,,,,,14.7.1991,,,,female,,,,,,,,,,,,,,,,,,,,,,,,,
32014R0269,32026R2160,1106,EU-UKR,I.PERSONS,Asset freeze,8.4.2022,"Nelli Zadiraka, Chairman of the Council of the city of Rubizhne, is a former member of the so-called “People’s Council” of the so-called “Luhansk People’s Republic”. Has therefore supported and implemented actions and policies which undermine the territorial integrity, sovereignty and independence of Ukraine, and further destabilised Ukraine.",Person,Nelli Akopovna ZADIRAKA,Нелли Акоповна ЗАДИРАКА,,,,,,24.8.1949,"Akhaltsikhe, USSR (now Georgia)",,,female,,,,,,,,,,,,,,,,,,,,,,,,,
32014R0269,32026R2160,1107,EU-UKR,I.PERSONS,Asset freeze,8.4.2022,"Deputy Chairman of the so-called “People’s Council” of the so-called “Luhansk People’s Republic”. Has therefore supported and implemented actions and policies which undermine the territorial integrity, sovereignty and independence of Ukraine, and further destabilised Ukraine.",Person,Dmitry Aleksandrovich KHOROSHILOV,Дмитрий Александрович ХОРОШИЛОВ; Дмитро Олександрович ХОРОШИЛОВ,,,,,,20.12.1982,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,
32014R0269,32026R2160,1108,EU-UKR,I.PERSONS,Asset freeze,8.4.2022,"First Deputy Chairman of the so-called “People’s Council” of the so-called “Luhansk People’s Republic”. Has therefore supported and implemented actions and policies which undermine the territorial integrity, sovereignty and independence of Ukraine, and further destabilised Ukraine.",Person,Andrei Fiodorovich SOPELNIK,Андрей Федорович СОПЕЛЬНИК; Андрiй Федорович СОПЕЛЬНИК,,,,,,16.3.1975,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,
32014R0269,32026R2160,1111,EU-UKR,I.PERSONS,Asset freeze,3.6.2022,"Major General Azatbek Omurbekov, head of the 392nd Military Training Center, is the former commander of the 64th Separate Motorised Rifle Brigade of the 35th Combined Arms Army of the Russian Federation, which killed, raped and tortured civilians in Bucha, Ukraine. These atrocities constitute crimes against humanity and war crimes. He was awarded the title of Hero of Russia. He was leading the actions of his military unit and nicknamed “the Butcher of Bucha” due to his direct responsibility in killings, rapes and torture in Bucha. Therefore, he is supporting or implementing actions or policies which undermine or threaten the territorial integrity, sovereignty and independence of Ukraine, or stability or security in Ukraine.",Person,Azatbek Asanbekovich OMURBEKOV,Азатбек Асанбекович ОМУРБЕКОВ,,,,Russian,,,,Major General,,male,,,,,,,,,,,,,,,,,,,,,,,,,
32014R0269,32026R2160,1160,EU-UKR,I.PERSONS,Asset freeze,3.6.2022,"Tatiana Navka is the wife of Dmitry Peskov, press secretary of the President of the Russian Federation, Vladimir Putin, who has been listed under Decision 2014/145/CFSP. Tatiana Navka is a co-owner of companies and property located in, inter alia, the Crimean peninsula, which was illegally annexed by the Russian Federation. She organises ice shows which align with Kremlin propaganda narratives. She is therefore supporting actions which undermine or threaten the territorial integrity, sovereignty and independence of Ukraine. Additionally, she is associated with a listed person who has actively supported actions or policies which undermine or threaten the territorial integrity, sovereignty and independence of Ukraine, as well as stability and security in Ukraine.",Person,Tatiana Aleksandrovna NAVKA,Татьяна Александровна НАВКА,,,,Russian,,13.4.1975,Ukraine,,,female,,,,,,,,,,,,,,,,,,,,,,,,,
32014R0269,32026R2160,1173,EU-UKR,I.PERSONS,Asset freeze,3.6.2022,"Eduard Khudaynatov is a Russian businessman involved in the energy sector. He is the owner of “Independent Oil and Gas Company” (NNK, JSC Neftegazholding), one of the largest Russian private companies and one of the top oil producers, which carries out prospecting, exploration and development of oil and gas fields, oil refining, as well as production and marketing of petroleum products. In 2015, the company revenues amounted to USD 2,2 billion. NNK has acquired in recent years significant stakes in companies involved in the energy sector, such as Varyeganneftegaz, together with their extraction licences, from the State-owned Rosneft. Furthermore, NNK sold several oil fields to Rosneft that subsequently become part of Vostok Oil project. In the last few years, Rosneft also paid Khudaynatov USD 9,6 billion in exchange for a company that owns an oil field in Taimyr. In 2019, NNK and Rosneft requested and obtained from President Putin benefits in relation to their extraction activities in the Arctic. Khudaynatov is associated with the Russian oligarch Igor Sechin and President Vladimir Putin. Khudaynatov and Sechin worked together in Rosneft, and their companies are jointly conducting business activities in the energy sector. He worked on Putin’s first presidential election campaign in 2000, which he managed in the Tyumen region, where he had been a regional Duma member since 1997. He has received the Order for the Merit to the Fatherland for “strengthening Russia’s position in the world energy market and improving its investment prospects”. Eduard Khudaynatov is therefore a leading businessperson operating in Russia, and a businessperson involved in economic sectors providing a substantial source of revenue to the Government of the Russian Federation. He is benefitting from the Government of the Russian Federation and is associated with listed persons.",Person,Eduard Yurevich KHUDAYNATOV,Эдуард Юрьевич ХУДАЙНАТОВ,,,,Russian,,11.9.1960,"Shymkent, former USSR (now Kazakhstan)",,753296761 (Russian),male,,,,,,,,,,,,,,,,,,,,,,,,,
