amendedCelex,amendmentCelex,recordId,programKey,annex,measure,startDate,reason,schema,name,alias,weakAlias,previousName,country,nationality,jurisdiction,birthDate,birthPlace,position,passportNumber,gender,appearance,ethnicity,fatherName,motherName,incorporationDate,legalForm,sector,registrationNumber,taxNumber,idNumber,innCode,ogrnCode,kppCode,okpoCode,leiCode,swiftBic,ticker,imoNumber,mmsi,flag,address,phone,email,website,notes
32014R0269,32026R1843,2067,EU-UKR,I.PERSONS,Asset freeze,23.7.2026,"Sergey Kondrashin is the General Director and owner of LLC MSKA ENGINEERING. LLC MSKA ENGINEERING is part of the Russian arms industry, a sector of strategic importance for the Russian Federation. LLC MSKA ENGINEERING specialises in the electrical installation. It also supplies chemical materials to JSC IEMZ Kupol. It specifically supplies raw chemical components used in the production of the solid rocket booster used to launch the Garpiya-A1 one-way attack UAVs. These UAVs are used by the Russian Armed Forces during Russia’s war of aggression against Ukraine. Therefore, Sergey Kondrashin is materially supporting Russia’s military and industrial complex, including by being involved in the development, production or supply of military technology and equipment.",Person,Sergey Viktorovich KONDRASHIN,Сергей Викторович КОНДРАШИН,,,,Russian,,,,General Director and owner of LLC MSKA ENGINEERING,,male,,,,,,,,,772471315256,,,,,,,,,,,,,,,,
32014R0269,32026R1843,2068,EU-UKR,I.PERSONS,Asset freeze,23.7.2026,"Sergey Sychkov is the General Director of open joint stock company “Oborontest”. Joint stock comapny “Oborontest” is part of the Russian arms industry, a sector of strategic importance for the Russian Federation. Joint Stock Company “Oborontest” is a Russian company active in the field of technical testing, specifically testing the resistance of technological products against electronic interference, magnetic field pulse and the influence of other electromagnetic factors. It acts as a supplier to the Russian Ministry of Defence and provides its services to several Russian military aircraft manufacturers, in particular to PJSC Aviation Complex Ilyushin, JSC TUPOLEV and JSC SUKHOI. It also assists during the field trials of the Garpiya one-way attack UAVs by providing the tools that enable flight test measurements. These UAVs are used by the Russian Armed Forces during Russia’s war of aggression against Ukraine. Therefore, Sergey Sychkov is materially supporting Russia’s military and industrial complex, including by being involved in the development, production or supply of military technology and equipment.",Person,Sergey Anatolievich SYCHKOV,Сергей Анатольевич СЫЧКОВ,,,,Russian,,,,General Director of open joint stock company “Oborontest”,,male,,,,,,,,,772486575828,,,,,,,,,,,,,,,,
32014R0269,32026R1843,2069,EU-UKR,I.PERSONS,Asset freeze,23.7.2026,"Aleksander Garmashov is the General Director of JSC ORBITA. JSC ORBITA is part of the Russian arms industry, a sector of strategic importance for the Russian Federation. JSC ORBITA specialises in manufacture of electrical and optical equipment. It supplies electronic components to JSC IEMZ Kupol. It specifically supplies components used in the production of warheads of the Garpiya-A1 one-way attack UAVs. These UAVs are used by the Russian Armed Forces during Russia’s war of aggression against Ukraine. Therefore, Aleksander Garmashov is materially supporting Russia’s military and industrial complex, including by being involved in the development, production or supply of military technology and equipment.",Person,Aleksander Vladimirovich GARMASHOV,Александр Владимирович ГАРМАШОВ,,,,Russian,,,,General Director of JSC ORBITA,,male,,,,,,,,,132600464578,,,,,,,,,,,,,,,,
32014R0269,32026R1843,2070,EU-UKR,I.PERSONS,Asset freeze,23.7.2026,"Elena Sergeeva is the General Director and co-owner of LLC POLKOVODETS. LLC POLKOVODETS is part of the Russian arms industry, a sector of strategic importance for the Russian Federation. LLC POLKOVODETS specialises in the manufacture of plastic products for packaging goods. It acts as a supplier to JSC IEMZ Kupol. It specifically supplies materials and components used to transport the warheads of the Garpiya one-way attack UAVs. These UAVs are used by the Russian Armed Forces during Russia’s war of aggression against Ukraine. Therefore, Elena Sergeeva is materially supporting Russia’s military and industrial complex, including by being involved in the development, production or supply of military technology and equipment.",Person,Elena Evgenievna SERGEEVA,Елена Евгеньевна СЕРГЕЕВА,,,,Russian,,,,General Director and co-owner of LLC POLKOVODETS,,female,,,,,,,,,502209295762,,,,,,,,,,,,,,,,
32014R0269,32026R1843,2071,EU-UKR,I.PERSONS,Asset freeze,23.7.2026,"Aleksander Shvetsov is the general director and majority owner of LLC SYSTEM INDUSTRIAL GROUP. LLC SYSTEM INDUSTRIAL GROUP is part of the Russian arms industry, a sector of strategic importance for the Russian Federation. LLC SYSTEM INDUSTRIAL GROUP specialises in wholesale trade and commission trade. It acts as a supplier to JSC IEMZ Kupol. It specifically supplies materials and components used to transport the warheads of the Garpiya one-way attack UAVs. These UAVs are used by the Russian Armed Forces during Russia’s war of aggression against Ukraine. Therefore, Aleksander Shvetsov is materially supporting Russia’s military and industrial complex, including by being involved in the development, production or supply of military technology and equipment.",Person,Aleksander Nikolaevich SHVETSOV,Александр Николаевич ШВЕЦОВ,,,,Russian,,,,General director and majority owner of LLC SYSTEM INDUSTRIAL GROUP,,male,,,,,,,,,471508359527,,,,,,,,,,,,,,,,
32014R0269,32026R1843,2072,EU-UKR,I.PERSONS,Asset freeze,23.7.2026,"Evgenyi Malakhov is the General Director of JSC NPK SEVERNAYA ZARYA. JSC NPK SEVERNAYA ZARYA is part of the Russian arms industry, a sector of strategic importance for the Russian Federation. JSC NPK SEVERNAYA ZARYA specialises in the manufacture of electrical and optical equipment. It supplies electronic components to JSC IEMZ Kupol. It specifically supplies components used in the production of warheads of the Garpiya-A1 one-way attack UAVs. These UAVs are used by the Russian Armed Forces during Russia’s war of aggression against Ukraine. Therefore, Evgenyi Malakhov is materially supporting Russia’s military and industrial complex, including by being involved in the development, production or supply of military technology and equipment.",Person,Evgenyi Dmitrievich MALAKHOV,Евгений Дмитриевич МАЛАХОВ,,,,Russian,,7.4.1967,,General Director of JSC NPK SEVERNAYA ZARYA,,male,,,,,,,,,782609628028,,,,,,,,,,,,,,,,
32014R0269,32026R1843,2073,EU-UKR,I.PERSONS,Asset freeze,23.7.2026,"Konstantin Migalin is the General Director and co-owner of LLC NPF ROTOR. LLC NPF ROTOR is part of the Russian arms industry, a sector of strategic importance for the Russian Federation. LLC NPF ROTOR specialises in the manufacture and supply of pneumatic catapults, scientific research and development in the field of natural and technical sciences. It produces and supplies pneumatic catapults installed on the launch vehicles for the Garpiya-A1 one-way attack UAVs. These UAVs are used by the Russian Armed Forces during Russia’s war of aggression against Ukraine. Therefore, Konstantin Migalin is materially supporting from Russia’s military and industrial complex, including by being involved in the development, production or supply of military technology and equipment.",Person,Konstantin Valentinovich MIGALIN,Константин Валентинович МИГАЛИН,,,,Russian,,7.10.1956,,General Director and co-owner of LLC NPF ROTOR,,male,,,,,,,,,632126749291,,,,,,,,,,,,,,,,
32014R0269,32026R1843,2074,EU-UKR,I.PERSONS,Asset freeze,23.7.2026,"Evgenyi Slodkevich is the General Director and co-owner of Limited Liability Company RADIAL FIRM that is part of the Russian arms industry, a sector of strategic importance for the Russian Federation. Limited Liability Company RADIAL FIRM specialises in the design and manufacture of antenna-filter equipment for professional and HAM-radio HF, VHF, UHF bands, radio and TV broadcasting, antenna-mast constructions and manufacture of communication equipment. It supplies software services to JSC IEMZ Kupol. It specifically provides on-board software for the flight control of the one-way attack Garpiya-A1 UAV. These UAVs are used by the Russian Armed Forces during Russia’s war of aggression against Ukraine. Therefore, Evgenyi Slodkevich is materially supporting Russia’s military and industrial complex, including by being involved in the development, production or supply of military technology and equipment.",Person,Evgenyi Yakovlevich SLODKEVICH,Евгений Яковлевич СЛОДКЕВИЧ,,,,Russian,,,,General Director and co-owner of Limited Liability Company RADIAL FIRM,,male,,,,,,,,,772003632171,,,,,,,,,,,,,,,,
32014R0269,32026R1843,2075,EU-UKR,I.PERSONS,Asset freeze,23.7.2026,"Ruslan Arefiev is a Russian banking executive serving as President-Chairman of the Management Board of CMRBank, a financial institution active in the occupied Ukrainian territories subject to Union restrictive measures, and as a member of the Board of Directors of CMRBank Abkhazia. He previously held senior positions at the Russian National Commercial Bank (RNCB). Ruslan Arefiev plays a key role in integrating the illegally occupied Ukrainian territories into Russia’s financial system. From 2014 onward, through his leadership roles at RNCB and later CMRBank, he is accused of organising and expanding bank branches in the occupied Crimea, Donetsk, Luhansk, Kherson, and Zaporizhzhya. As head of banks supervised by the Central Bank of Russia, he has overseen institutions implementing Kremlin-directed financial measures, including “rublisation”, as well as the replacement of Ukrainian banking infrastructure and the integration of occupied territories into Russian payment and settlement systems. These actions enabled Russian authorities to consolidate their administrative, economic, and military control over the occupied regions of Ukraine. Therefore, Ruslan Arefiev is supporting the Government of the Russian Federation, which is responsible for the annexation of Crimea and the destabilisation of Ukraine. Furthermore he is responsible for implementing actions or policies which undermine or threaten the territorial integrity, sovereignty and independence of Ukraine, or stability or security in Ukraine.",Person,Ruslan Georgievich AREFIEV,Ruslan Georgievich AREFYEV; Руслан Георгиевич АРЕФЬЕВ,,,,Russian,,20.3.1974,,President-Chairman of the Management Board of CMRBank; Member of the Board of Directors of CMRBank Abkhazia,4518402005,male,,,,,,,,,502770344505,,,,,,,,,,,,,,,,
32014R0269,32026R1843,2076,EU-UKR,I.PERSONS,Asset freeze,23.7.2026,"Sergey Belov is the Deputy Governor of the Central Bank of the Russian Federation (Bank of Russia). Within the Bank of Russia, he oversees the Cash Circulation Department, the Field Institutions Department, the Administrative Department, and the Russian Union of Cash Collection Divisions (ROSINKAS). As Deputy Governor, he manages field institutions near front-line areas that provide banking services to Russian forces and occupied territories, facilitating the forced transfer to the Russian rouble. Furthermore, the Central Bank opened branches in annexed Ukrainian regions and facilitated the expansion of state-linked banks, integrating occupied territories into Russia’s financial system. Therefore, Sergey Belov is responsible for implementing actions and policies which undermine or threaten the territorial integrity, sovereignty and independence of Ukraine.",Person,Sergey Vladimirovich BELOV,Сергей Владимирович БЕЛОВ,,,,Russian,,14.9.1970,"Tambov, USSR (now Russian Federation)",Deputy Governor of the Central Bank of Russia,,male,,,,,,,,,,,,,,,,,,,,,,,,,
32014R0269,32026R1843,2077,EU-UKR,I.PERSONS,Asset freeze,23.7.2026,"Alexander Arzamastsev is the sole owner of LLC “ECOPROM”, a Russian company which manufactures first person view (FPV) unmanned aerial vehicles (UAVs) of the Bekas series, including the models Bekas-700, Bekas-2500, Bekas-3500, Bekas-4500 and which holds the right to the “Bekas” trademark. All of these UAVs are used in Russia’s war of aggression against Ukraine. LLC “ECOPROM” also manufactures special kits for its Bekas series UAVs. Therefore, Alexander Arzamastsev, as the sole owner of LLC “ECOPROM”, is supporting actions which undermine and threaten the territorial integrity, sovereignty and independence of Ukraine. Since the company is a military equipment supplier to the Armed forces of Russian Federation, Alexander Arzamastsev is supporting materially Russia’s military and industrial complex.",Person,Alexander Viktorovich ARZAMASTSEV,Aleksandr Viktorovich ARZAMASTSEV; Александр Викторович АРЗАМАСЦЕВ,,,,Russian,,23.9.1961,,Owner of the LLC “ECOPROM”,,male,,,,,,,,,,,,,,,,,,,,,,,,,
32014R0269,32026R1843,2078,EU-UKR,I.PERSONS,Asset freeze,23.7.2026,"Alexander Rudik is the General Director of LLC “ECOPROM”, a Russian company which manufactures first person view (FPV) unmanned aerial vehicles (UAVs) of the Bekas series, including the models Bekas-700, Bekas-2500, Bekas-3500, Bekas-4500 and which holds the right to the “Bekas” trademark. All of these UAVs are used in Russia’s war of aggression against Ukraine. LLC “ECOPROM” also manufactures special kits for its Bekas series UAVs. Therefore, Alexander Rudik, as the General Director of LLC “ECOPROM”, is supporting actions which undermine and threaten the territorial integrity, sovereignty and independence of Ukraine. Since the company is a military equipment supplier to the Armed forces of Russian Federation, Alexander Rudik is supporting materially Russia’s military and industrial complex.",Person,Aleksander Viktorovich RUDIK,Aleksandr Viktorovich RUDIK; Александр Викторович РУДИК,,,,Russian,,11.4.1966,,General Director of the LLC “ECOPROM”,,male,,,,,,,,,,,,,,,,,,,,,,,,,
32014R0269,32026R1843,2079,EU-UKR,I.PERSONS,Asset freeze,23.7.2026,"Andrey Schneider is a Russian entrepreneur, the co-founder and co-owner of the Svetofor Group, which runs over 2 200 discount stores in Russia and abroad under brands such as Svetofor, Mere, and MyPrice. The family-owned business involves his brother Sergey and mother Valentina. The company is structured through hundreds of LLCs under the Torgservice Group of Companies brand. Andrey Schneider is also the co-founder of Torgservice Group of Companies, which runs the Svetofor discount chain. The Svetofor chain is one of the top 5 grocery chains in Russia. Schneider’s retail empire plays a significant role in supporting Russia’s domestic economy. The Svetofor Group, part of the Torgservice Group of Companies, has operated in occupied Crimea since 2014 and continues to run its Svetofor and Mayak discount stores across occupied Ukrainian territories including Crimea, Kherson, Luhansk, Donetsk. The official Svetofor website lists Crimea as part of Russia, aligning with the Kremlin’s narrative, and confirms that stores there were active as of May 2024. Therefore, Andrey Schneider is a leading businessperson operating in Russia. Therefore, Andrey Schneider is a natural person supporting, materially or financially, actions which undermine or threaten the territorial integrity, sovereignty and independence of Ukraine.",Person,Andrey Ivanovich SCHNEIDER,Andrey SCHNEIDER; Андрей Иванович ШНАЙДЕР; Андрей ШНАЙДЕР,,,,Russian,,9.2.1974,Germany,Co-founder and co-owner of the “Svetofor Group”,,male,,,,,,,,,246403033635,,,,,,,,,,,,,,,,
32014R0269,32026R1843,2080,EU-UKR,I.PERSONS,Asset freeze,23.7.2026,"Sergey Schneider is a Russian billionaire, enterpreneur, co-founder and co-owner of the Svetofor Group, which runs over 2 200 discount stores in Russia and abroad under brands such as Svetofor, Mere, and MyPrice. The family-owned business also involves his mother Valentina and brother Andrey. The company is structured through hundreds of LLCs under the Torgservice Group of Companies brand. Sergey Schneider is also the co-founder of Torgservice Group of Companies, which runs the Svetofor discount chain. The Svetofor’s chain is one of the top 5 grocery chains in Russia. Schneider’s retail empire plays a significant role in supporting Russia’s domestic economy. The Svetofor Group, part of the Torgservice Group of Companies, has operated in occupied Crimea since 2014 and continues to run its Svetofor and Mayak discount stores across occupied Ukrainian territories including Crimea, Kherson, Luhansk, Donetsk. The official Svetofor website lists Crimea as part of Russia, aligning with the Kremlin’s narrative, and confirms that stores there were active as of May 2024. Therefore, Sergey Schneider is a leading businessperson operating in Russia. Therefore, Sergey Schneider is a natural person supporting, materially or financially, actions which undermine or threaten the territorial integrity, sovereignty and independence of Ukraine.",Person,Sergey Ivanovich SCHNEIDER,Sergey SCHNEIDER; Сергей Иванович ШНАЙДЕР; Сергей ШНАЙДЕР,,,,Russian,,16.6.1966,Germany,Co-founder and co-owner of the “Svetofor Group”,,male,,,,,,,,,246000069678,,,,,,,,,,,,,,,,
32014R0269,32026R1843,2081,EU-UKR,I.PERSONS,Asset freeze,23.7.2026,"Valentina Schneider is a Russian enterpreneur, the co-founder and co-owner of the Svetofor Group, which runs over 2 200 discount stores in Russia and abroad under brands such as Svetofor, Mere, and MyPrice. The family-owned business also involves Valentina’s sons Andrey and Sergey Schneider. The company is structured through hundreds of LLCs under the Torgservice Group of Companies brand. Valentina Schneider is also the co-founder of Torgservice Group of Companies, which runs the Svetofor discount chain. The Svetofor’s chain is one of the top 5 grocery chains in Russia. Schneider’s retail empire plays a significant role in supporting Russia’s domestic economy. The Svetofor Group, part of the Torgservice Group of Companies, has operated in occupied Crimea since 2014 and continues to run its Svetofor and Mayak discount stores across occupied Ukrainian territories including Crimea, Kherson, Luhansk, Donetsk. The official Svetofor website lists Crimea as part of Russia, aligning with the Kremlin’s narrative, and confirms that stores there were active as of May 2024. Therefore, Valentina Schneider is a leading businessperson operating in Russia. Therefore, Valentina Schneider is a natural person supporting, materially or financially, actions which undermine or threaten the territorial integrity, sovereignty and independence of Ukraine.",Person,Valentina Emmanuiovna SCHNEIDER,Valentina SCHNEIDER; Валентина Эммануиовна ШНАЙДЕР; Валентина ШНАЙДЕР,,,,Russian,,,,Co-founder and co-owner of the “Svetofor Group”,,female,,,,,,,,,244200947887,,,,,,,,,,,,,,,,
32014R0269,32026R1843,2082,EU-UKR,I.PERSONS,Asset freeze,23.7.2026,"Mikhail Gutseriev is a prominent businessperson in Russia. As the founder and ultimate owner of the Safmar Group, he holds business interests in the oil and gas sectors, as well as in the real estate, media, and construction sectors and implements large-scale projects. The energy sector, in particular the oil and gas sectors, is a sector providing a substantial source of revenue to the Government of the Russian Federation. Therefore, Mikhail Gutseriev is a leading businessperson operating in Russia who is furthermore involved in an economic sector providing a substantial source of revenue to the Government of the Russian Federation. Through his investment projects, he is also supporting the Government of the Russian Federation which is responsible for the annexation of Crimea and the destabilisation of Ukraine.",Person,Mikhail Safarbekovich GUTSERIEV,Михаил Сафарбекович ГУЦЕРИЕВ,,,,Russian,,9.3.1958,"Akmolinsk, Kazakh SSR, Soviet Union (now Kazakhstan)","Co-owner of SAFMAR GROUP, JSC RDV S, LLC; Shareholder of BALTIKMEDIA, LLC LAV RADIO NETWORK, LLC LITERARY COLLECTION, LLC FAVORITE CITY, LLC MASTERSKAYA MUSYKI, LLC; MEDIA HOLD, LLC ON-MEDIA, LLC RADIO NOSTALGIE SPB, LLC RADIO-DACHA, LLC RADIO-LOVE, LLC REPUBLIC, LLC RU FM, LLC STOLITSA MEDIA, LLC TZ RUSSIAN HIT, LLC",,male,,,,,,,,,772342802484,,,,,,,,,,,,,,,,
32014R0269,32026R1843,2083,EU-UKR,I.PERSONS,Asset freeze,23.7.2026,"Leonid Shumakov is the project director for the A7A5 cryptocurrency project, which is part-owned by PSB and part-owned by A7, both entities subject to restrictive measures. The cryptocurrency project is a component in crypto stablecoin A7 and its sanction circumvention routines. Therefore, Leonid Shumakov is supporting and benefitting from the Government of the Russian Federation, which is responsible for the annexation of Crimean and the destabilisation of Ukraine. In addition, Leonid Shumakov is associated with PSB Bank, a legal person conducting transactions with the separatist groups in the Donbas region of Ukraine.",Person,Leonid Vladimirovich SHUMAKOV,Леонид Владимирович ШУМАКОВ,,,,Russian,,8.2.1985,,A7A5 project director,,,,,,,,,,,,,772775578257,,,,,,,,,,,,,,
32014R0269,32026R1843,2084,EU-UKR,I.PERSONS,Asset freeze,23.7.2026,"Mikhail Degtyarev is the Minister of Sport of Russia and the President of the Russian Olympic Committee. In his role, he has pledged to support the rehabilitation through sport of Russian soldiers who have fought in the war of aggression against Ukraine, noting that he is implementing the priorities set by Russian president Vladimir Putin, also describing himself as “Putin’s soldier”. He has said that one of his priorities is developing sports infrastructure in territories that are part of Ukraine and illegally occupied by Russia. In his former role as the governor of Khabarovsk Krai, he also supported Russian soldiers and veterans who have fought in the war of aggression against Ukraine. In both his former and current roles, he has made working visits to occupied Ukrainian territories. Therefore, Mikhail Degtyarev is responsible for and implementing policies which undermine and threaten the territorial integrity, sovereignty and independence of Ukraine.",Person,Mikhail Vladimirovich DEGTYAREV,Mikhail Vladimirovich DEGTYARYOV; Михаил Владимирович ДЕГТЯРЁВ,,,,Russian,,10.7.1981,"Kuibyshev, Russia",Minister of Sport of Russia; President of the Russian Olympic Committee,,male,,,,,,,,,,,,,,,,,,,,,,,,,
